utc_time,pst_time,unix_time,temp,temp_flg,cond,cond_flg,sal,sal_flg,fluor,fluor_flg,otemp,otemp_flg,do2,do2_flg,ba,ba_flg,trans,trans_flg,osat,osat_flg,tide,ph,ph_flg,phrawv
2013-12-01T08:00:39Z,2013-12-01 00:00:39,1385884839,13.1183279810959,1,0.917702841255397,1,33.389713080252,1,0.719530158730159,1,13.16,1,211.47,1,0.417954071574693,1,65.3358386000873,1,79.26,1,3.38,8.0235917,1,2.499
2013-12-01T08:05:39Z,2013-12-01 00:05:39,1385885139,13.1236139232954,1,0.917825114316096,1,33.390019723831,1,0.725879365079365,1,13.16,1,212.11,1,0.417643736396656,1,65.1333928017866,1,79.51,1,3.32,8.0235917,1,2.499
2013-12-01T08:10:39Z,2013-12-01 00:10:39,1385885439,13.1394693557385,1,0.918143018525429,1,33.3889566803932,1,0.732228571428572,1,13.17,1,212.8,1,0.418533366919792,1,65.7154244719011,1,79.78,1,3.32,8.02485,1,2.5
2013-12-01T08:15:39Z,2013-12-01 00:15:39,1385885739,13.1288994664184,1,0.917947387496221,1,33.390326466507,1,0.732228571428572,1,13.17,1,214.83,1,0.418571867551678,1,65.7407301966887,1,80.54,1,3.2,8.0261083,1,2.501
2013-12-01T08:20:39Z,2013-12-01 00:20:39,1385886039,13.1190831401319,1,0.917727296758877,1,33.3900403789624,1,0.725879365079365,1,13.16,1,217.44,1,0.41891770782629,1,65.968481719777,1,81.49,1,3.2,8.0298832,1,2.504
2013-12-01T08:25:39Z,2013-12-01 00:25:39,1385886339,13.1424890310573,1,0.918216383055784,1,33.3892739276655,1,0.725879365079365,1,13.17,1,217.25,1,0.418840957728504,1,65.9178702702019,1,81.44,1,3.14,8.0336581,1,2.507
2013-12-01T08:30:39Z,2013-12-01 00:30:39,1385886639,13.1311645770379,1,0.91789846514626,1,33.3863483889214,1,0.719530158730159,1,13.16,1,217.55,1,0.419376975490561,1,66.2721504172281,1,81.54,1,3.08,8.0361747,1,2.509
2013-12-01T08:35:39Z,2013-12-01 00:35:39,1385886939,13.1039784114249,1,0.917262645265534,1,33.3844855860538,1,0.70048253968254,1,13.15,1,218.01,1,0.421043137948914,1,67.3856023078821,1,81.7,1,3.08,8.037433,1,2.51
2013-12-01T08:40:39Z,2013-12-01 00:40:39,1385887239,13.09944635718,1,0.917115912863966,1,33.3825209077401,1,0.719530158730159,1,13.14,1,218.34,1,0.417992795842901,1,65.3611443248749,1,81.8,1,2.97,8.037433,1,2.51
2013-12-01T08:45:39Z,2013-12-01 00:45:39,1385887539,13.1470182998731,1,0.918020706866053,1,33.3773550164975,1,0.70048253968254,1,13.17,1,218.92,1,0.42032706168381,1,66.9047935369179,1,82.07,1,2.91,8.0349164,1,2.508
