utc_time,pst_time,unix_time,temp,temp_flg,cond,cond_flg,sal,sal_flg,fluor,fluor_flg,otemp,otemp_flg,do2,do2_flg,ba,ba_flg,trans,trans_flg,osat,osat_flg,tide,ph,ph_flg,phrawv
2011-07-05T23:54:25Z,2011-07-05 15:54:25,1309910065,11.9319014247846,1,0.885619739095027,1,33.1209183808513,1,0.799327960927961,1,11.54,1,112.92,1,0.457495634220017,1,97.0238031986892,1,40.9,1,4.02,NaN,9,NaN
2011-07-05T23:59:25Z,2011-07-05 15:59:25,1309910365,11.9383029258424,1,0.885742050917575,1,33.1203185688286,1,0.782722344322344,1,11.54,1,111.84,1,0.457521707391914,1,97.0491036798538,1,40.51,1,3.96,NaN,9,NaN
2011-07-06T00:04:25Z,2011-07-05 16:04:25,1309910665,11.9487042289674,1,0.885986681744038,1,33.1212546996042,1,0.782722344322344,1,11.55,1,111.58,1,0.45754777376748,1,97.0744041610183,1,40.43,1,3.96,NaN,9,NaN
2011-07-06T00:09:25Z,2011-07-05 16:09:25,1309910965,11.9559043073806,1,0.88615792376864,1,33.1219811794358,1,0.799327960927961,1,11.54,1,113.76,1,0.45754777376748,1,97.0744041610183,1,41.21,1,3.89,NaN,9,NaN
2011-07-06T00:14:25Z,2011-07-05 16:14:25,1309911265,11.9471041200238,1,0.885962220257587,1,33.1216592164967,1,0.782722344322344,1,11.53,1,116.08,1,0.45754777376748,1,97.0744041610183,1,42.04,1,3.83,NaN,9,NaN
2011-07-06T00:19:26Z,2011-07-05 16:19:26,1309911566,11.9455039777968,1,0.885913300265468,1,33.1210077043441,1,0.749511111111111,1,12,3,113.76,1,0.4576259321516,1,97.150305604512,1,41.61,1,3.76,NaN,9,NaN
2011-07-06T00:24:25Z,2011-07-05 16:24:25,1309911865,12.5670528120901,3,0.898879033331326,1,33.1070047160327,1,0.616666178266178,1,11.53,1,115.15,1,0.457911991389255,1,97.428610897322,1,41.71,1,3.76,NaN,9,NaN
2011-07-06T00:29:25Z,2011-07-05 16:29:25,1309912165,12.0390563782751,1,0.887870329088315,1,33.1192702615967,1,0.749511111111111,1,11.51,1,113.45,1,0.4576259321516,1,97.150305604512,1,41.07,1,3.69,NaN,9,NaN
2011-07-06T00:34:25Z,2011-07-05 16:34:25,1309912465,11.9142945491747,1,0.885277265550862,1,33.12231493663,1,0.749511111111111,1,11.48,1,114.46,1,0.4576259321516,1,97.150305604512,1,41.41,1,3.62,NaN,9,NaN
2011-07-06T00:39:25Z,2011-07-05 16:39:25,1309912765,11.9102924243231,1,0.885179420707075,1,33.1217611388775,1,0.766116727716728,1,11.44,1,112.11,1,0.4576259321516,1,97.150305604512,1,40.52,1,3.55,NaN,9,NaN
2011-07-06T00:44:25Z,2011-07-05 16:44:25,1309913065,11.8622506712256,1,0.884151983552946,1,33.1217240499452,1,3.3399873015873,1,11.42,1,118.13,1,0.450194819632223,1,90.1926732842605,1,42.68,1,3.48,NaN,9,NaN
2011-07-06T00:49:26Z,2011-07-05 16:49:26,1309913366,11.8430255604911,1,0.883760586118384,1,33.1225142988596,1,3.82155018315018,1,11.43,1,111.98,1,0.44903803936168,1,89.1553535565139,1,40.47,1,3.41,NaN,9,NaN
2011-07-06T00:54:25Z,2011-07-05 16:54:25,1309913665,11.8478322890112,1,0.883907374511156,1,33.1243212615583,1,4.00421196581197,1,11.39,1,110.1,1,0.445954541459559,1,86.448202071907,1,39.76,1,3.34,NaN,9,NaN
2011-07-06T00:59:25Z,2011-07-05 16:59:25,1309913965,11.8149803172132,1,0.883271359686538,1,33.1270400239687,1,4.17026813186813,1,11.38,1,108.67,1,0.443525411339027,1,84.3735626164138,1,39.23,1,3.27,NaN,9,NaN
